id	multi	contrast	logFC	PValue	FDR	peptide_ids	phospho_ids	proteins	protein	gene_name	protein_names	sequence_length	n_razor_unique	reverse	contaminant
5026	1	Gib-WT	0.175	2.96e-4	0.00104	602;775;1102;5640;7193;10866;10983;11073;11827;12973;14046;14418;14508;14641;18847;23099;23269;25698;25781;25917;26206;27450;28782;29422;31197;31956;33056;33214;33412;36403;37093;38023;38093;39538;39656;39722;39934;40092;40093;40964;41026;41222;41604;44759;46268;46588;48899;50727;50729;54447;57772;59927	4956	Q15075	Q15075	EEA1	Early endosome antigen 1	1411	52	NA	NA
5027	1	Gib-WT	0.0329	0.378	0.443	7633;10153;18941;21288;21574;21575;22769;27023;28715;37388;38140;45563;50276;51070;55297	4957	Q15084	Q15084	PDIA6	Protein disulfide-isomerase A6	440	15	NA	NA
5028	1	Gib-WT	0.0989	0.0756	0.11	426;2953;3354;20975;29871;31308;45478;58741	NA	Q15102;M0R1K3;M0R389;M0QZT2;M0QXS6;M0R323	Q15102;M0R1K3;M0R389;M0QZT2	PAFAH1B3	Platelet-activating factor acetylhydrolase IB subunit gamma	231	8	NA	NA
5029	1	Gib-WT	-0.171	0.171	0.222	3655;15781;17565;25992;53394	NA	Q15120	Q15120	PDK3	"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial"	406	5	NA	NA
5031	1	Gib-WT	0.255	2.45e-5	1.62e-4	7564;11129;14712;30310;31389;57912	NA	Q15126	Q15126	PMVK	Phosphomevalonate kinase	192	6	NA	NA
5032	1	Gib-WT	-0.0197	0.654	0.705	542;5466;24568	NA	Q15131;F8W872	Q15131;F8W872	CDK10	Cyclin-dependent kinase 10	360	3	NA	NA
5033	1	Gib-WT	-0.0855	0.253	0.312	14386;21567;33481;49665;51539;53149	2085;2086;4958;4959;9213;9805	Q15139	Q15139	PRKD1	Serine/threonine-protein kinase D1	912	4	NA	NA
5035	1	Gib-WT	0.148	0.00175	0.0044	228;428;446;1257;1305;1359;1360;1382;1541;1758;1809;1810;2302;2462;2479;2513;2532;2548;2999;3531;4376;4412;4413;4421;4422;4425;4435;4519;4611;4633;4727;4807;4861;5813;6529;6785;7088;8676;9187;9189;9675;9870;10026;10128;10425;10536;10689;10969;11475;11561;12357;12521;12530;13140;13144;13180;13288;13322;13447;13629;13810;13942;14465;14565;14568;14583;14786;16886;17050;17308;18388;18471;19039;19171;19241;19579;19865;20030;20101;20150;20295;20302;20728;22182;22240;22246;22346;22847;22878;23148;23196;24906;27139;27357;28072;28673;28681;28766;28815;28992;29179;29404;29637;29721;30198;30433;30895;31170;31271;31334;31335;31372;31394;31400;31401;31402;31498;32439;32562;32595;32598;32697;32709;32869;32870;32871;32942;33146;33354;33408;33699;33735;33737;33757;34107;34153;34353;34749;35303;35823;35957;36538;37463;37620;39022;39365;39403;39433;39905;39907;39950;40007;40023;40395;40735;40741;40743;40744;40748;40819;40915;41007;41541;41588;41740;41869;42016;42149;42160;42235;42275;42293;42294;42373;42395;42503;42580;42671;42764;42997;43109;43119;43158;43195;43222;43235;43345;43529;43535;43561;43744;43972;44478;44868;44986;46147;46324;46366;46509;46657;46791;46830;46982;47134;48078;48086;48812;49729;49885;50553;50715;51371;51826;52401;52695;54599;55962;55977;56375;56831;56861;56922;57088;57148;57392;57754;58057;58058;58776;59044	2227;2228;2231;2232;2233;2234;2235;2236;2237;2238;2239;2240;2241;2242;2243;4960;4961;4962	Q15149;REV__Q8IWV8	Q15149	PLEC	Plectin	4684	230	NA	NA
5038	1	Gib-WT	0.0908	0.0223	0.0381	6906;9982;21997;47862;56190	NA	Q15172	Q15172	PPP2R5A	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform	486	5	NA	NA
5039	1	Gib-WT	-0.332	3.45e-6	4.48e-5	2941;10116;19787;21117;23479;55675;55676;56754;59747;60623	NA	Q15181;Q5SQT6	Q15181	PPA1	Inorganic pyrophosphatase	289	10	NA	NA
5040	1	Gib-WT	-0.62	3.51e-5	2.11e-4	10221;10360;18937;22993;33877;35889;46073	4963;9806	Q15185;A0A087WYT3;B4DDC6	Q15185;A0A087WYT3;B4DDC6	PTGES3	Prostaglandin E synthase 3	160	7	NA	NA
5042	1	Gib-WT	0.0775	0.333	0.396	2222;6157;12804;17303;27131;41434;57317;58640	NA	Q15257;Q5T949;Q5T948;A6PVN5;Q68CR8;A6PVN6;F6WIT2;C9IZ76;A6PVN9;B7ZBQ0;A6PVN7;H0Y562;A6PVN8	Q15257;Q5T949;Q5T948;A6PVN5;Q68CR8	PPP2R4;DKFZp781M17165	Serine/threonine-protein phosphatase 2A activator	358	8	NA	NA
5044	1	Gib-WT	0.102	0.00571	0.0119	2683;3964;4732;4767;5790;8927;9223;11905;13545;14525;15686;26873;33072;33306;33580;34433;35120;39951;41005;41211;42628;47986;49495;52716	4965;9808	Q15276;K7ENJ9;A0A087WZZ3;I3L456;I3L2B8	Q15276	RABEP1	Rab GTPase-binding effector protein 1	862	24	NA	NA
5045	1	Gib-WT	0.181	0.017	0.0303	7635;13226;18997;21202;24956;40386;42013;42950;44160;53378;57843;58627	10615	Q15291	Q15291	RBBP5	Retinoblastoma-binding protein 5	538	12	NA	NA
5046	1	Gib-WT	-0.108	0.0239	0.0403	190;11609;23060;23647;24097;26217;43871;50906;50907;59652	NA	Q15293;E9PP27	Q15293	RCN1	Reticulocalbin-1	331	10	NA	NA
5047	1	Gib-WT	0.133	0.0445	0.0693	823;1693;8717;14206;23859;50584;52540;52541	4966;4967;4968;4969	Q15311;J3QLT3;E7ENF8;A0A1W2PRI7	Q15311;J3QLT3;E7ENF8;A0A1W2PRI7	RALBP1	RalA-binding protein 1	655	8	NA	NA
5048	1	Gib-WT	-0.0713	0.212	0.267	7516;7517;9728;16516;25911;29896;48486;49465;59917	4970;4971;4972	Q15361;A0A087WY09	Q15361	TTF1	Transcription termination factor 1	905	9	NA	NA
5049	1	Gib-WT	0.176	0.00398	0.00876	2843;20921;22566;36054;60535	NA	Q15363;F5GX39;E7EQ72	Q15363;F5GX39;E7EQ72	TMED2	Transmembrane emp24 domain-containing protein 2	201	5	NA	NA
5050	1	Gib-WT	0.117	0.0368	0.0587	1836;2920;15116;15676;23835;25495;29667;34502;40205;41187;41759;56550	4973;4974	Q15365	Q15365	PCBP1	Poly(rC)-binding protein 1	356	7	NA	NA
5051	1	Gib-WT	0.279	1.63e-4	6.6e-4	1836;15116;15676;22114;22115;22116;23836;25495;29668;33617;34501;39079;39263;41187	4975;4976;4977	Q15366;H3BRU6;F8VZX2;H3BSS4;F8W0G4;F8VXH9;F8W1G6;J3QT27;H3BND9;F8VTZ0;H3BSP4;C9K0A2;F8WC71	Q15366;H3BRU6;F8VZX2;H3BSS4	PCBP2	Poly(rC)-binding protein 2	365	14	NA	NA
5052	1	Gib-WT	0.375	1.04e-5	8.96e-5	14129;23801;24913;31368;34940;55876;57061	NA	Q15382;C9J931;C9J469;F8WBL3	Q15382;C9J931	RHEB	GTP-binding protein Rheb	184	7	NA	NA
5053	1	Gib-WT	0.247	2.35e-5	1.57e-4	6666;8121;13809;21453;24643;29148;32534;33495;57407;57975	4978	Q15386;H7C0Y1	Q15386	UBE3C	Ubiquitin-protein ligase E3C	1083	10	NA	NA
5055	1	Gib-WT	0.0403	0.312	0.374	2326;5591;6152;8497;10455;13936;17784;20137;22781;24781;25137;26330;26508;26538;28148;32480;33920;35852;36568;36832;38610;41550;41664;43259;49313;49713;49894;52461;52581;53674;56183;58909	4981;4982	Q15393;J3QL37;I3L4G7;J3QRB2;H3BMB0	Q15393	SF3B3	Splicing factor 3B subunit 3	1217	32	NA	NA
5056	1	Gib-WT	0.384	4.21e-6	5.03e-5	11119;12809;17027;22367;38191;45019;49692;51379;52066;55835;56109;58696;58697	NA	Q15397	Q15397	KIAA0020	Pumilio domain-containing protein KIAA0020	648	13	NA	NA
5057	1	Gib-WT	-0.707	1.58e-8	3.28e-6	30251;35139;36735;39879;51518;53797	NA	Q15398;G3V4E5	Q15398	DLGAP5	Disks large-associated protein 5	846	6	NA	NA
5059	1	Gib-WT	-0.318	7.83e-5	3.82e-4	8923;12786;13419;22994;38064	NA	Q15404	Q15404	RSU1	Ras suppressor protein 1	277	5	NA	NA
5060	1	Gib-WT	0.0922	0.0141	0.0257	2398;7689;10496;18269;19077;20407;20854;33946;35917;59136	4983	Q15417	Q15417	CNN3	Calponin-3	329	10	NA	NA
5061	1	Gib-WT	0.209	9.64e-5	4.47e-4	1176;1764;2704;2705;7033;7853;12422;13572;13760;14202;15106;15322;16766;22066;27215;28769;35377;36044;36045;36903;38547;42667;42812;45066;45067;46257;49674;59597	4816;4817;4818;4984;4985;4986;9774;9775	Q15424;K7EII0;K7ES42	Q15424	SAFB	Scaffold attachment factor B1	915	28	NA	NA
5062	1	Gib-WT	0.217	0.125	0.169	351;9074;31281;37976;39070	NA	Q15427;Q5SZ64	Q15427;Q5SZ64	SF3B4	Splicing factor 3B subunit 4	424	5	NA	NA
5063	1	Gib-WT	0.175	0.00808	0.016	10940;29193;35121;37069;39181;51230	NA	Q15428;K7EMT0	Q15428;K7EMT0	SF3A2	Splicing factor 3A subunit 2	464	6	NA	NA
5064	1	Gib-WT	-0.345	7.25e-6	7.18e-5	6696;7629;13235;18106;18750;23414;24269;33959;40524;43793;46521;55066;55067;56509	4987;4988	Q15435;H7C003;C9JD73;C9JRC4;B5MBZ8;H7C118;C9J177;H7C3Q5	Q15435;H7C003;C9JD73;C9JRC4;B5MBZ8;H7C118	PPP1R7	Protein phosphatase 1 regulatory subunit 7	360	14	NA	NA
5065	1	Gib-WT	0.00478	0.932	0.945	25602;37642;39292;57976	NA	Q15438;K7ENQ8	Q15438;K7ENQ8	CYTH1	Cytohesin-1	398	4	NA	NA
5066	1	Gib-WT	0.0568	0.266	0.326	1404;4505;5091;11396;13105;15716;16650;17177;20312;24564;24719;27516;31272;38901;41221;41473;41474;41886;43719;50426;50608;52748;56533;56955;57194	4989;4990;4991;4992	Q15459;H7C1L2;F8WB66;F8WC79	Q15459	SF3A1	Splicing factor 3A subunit 1	793	25	NA	NA
5067	1	Gib-WT	-0.0323	0.805	0.837	19779;22735;55062	4993;4994;4995	Q15464	Q15464	SHB	SH2 domain-containing adapter protein B	509	3	NA	NA
5068	1	Gib-WT	-0.462	1.93e-7	8.78e-6	2551;5306;8565;11478;18639;22343;22490;25116;27633;30188;32950;34252;51586;51791;53842;56780	4996;4997	Q15477;H7C5N0;H7C4L3;B4E0B4	Q15477	SKIV2L	Helicase SKI2W	1246	16	NA	NA
5070	1	Gib-WT	0.73	5.95e-7	1.72e-5	5175;26971;32379	NA	Q15527	Q15527	SURF2	Surfeit locus protein 2	256	3	NA	NA
5071	1	Gib-WT	-0.0212	0.763	0.802	14232;16778;24419;25373;34529;39563	NA	Q15542	Q15542	TAF5	Transcription initiation factor TFIID subunit 5	800	6	NA	NA
5073	1	Gib-WT	0.336	0.0839	0.12	10538;34915;58601	4998	Q15544;A0A3B3ITY8	Q15544;A0A3B3ITY8	TAF11	Transcription initiation factor TFIID subunit 11	211	3	NA	NA
5074	1	Gib-WT	0.66	1.96e-8	3.28e-6	10712;31828;32121;33909;40260;46250;58556;59643	4999;5000;5001	Q15545;A0A096LPC3	Q15545	TAF7	Transcription initiation factor TFIID subunit 7	349	8	NA	NA
5075	1	Gib-WT	0.0491	0.12	0.163	8776;17895;26953;41348;50666;51980;58757	5002	Q15554;J3KSZ6;H3BR06;U3KQ35;H3BTA7;H3BR37;V9GYM1	Q15554;J3KSZ6;H3BR06;U3KQ35	TERF2	Telomeric repeat-binding factor 2	542	7	NA	NA
5076	1	Gib-WT	0.0761	0.0395	0.0626	5337;12752;27268;28262;28895;29803;31717;44555;45867	5003;5004	Q15555;K7ERD8;K7EL66;M0QX52	Q15555;K7ERD8;K7EL66	MAPRE2	Microtubule-associated protein RP/EB family member 2	327	9	NA	NA
5077	1	Gib-WT	0.554	2.51e-6	3.71e-5	8471;9917;47983;58458	9810	Q15572;H3BR71	Q15572;H3BR71	TAF1C	TATA box-binding protein-associated factor RNA polymerase I subunit C	869	4	NA	NA
5078	1	Gib-WT	0.287	0.00418	0.00914	37149;44503;59856	5005	Q15573;Q5JRA7	Q15573	TAF1A	TATA box-binding protein-associated factor RNA polymerase I subunit A	450	3	NA	NA
5079	1	Gib-WT	0.38	3.99e-6	4.87e-5	18922;22377;30985;31915;31917;34233;39787;41080;43789;44578;49353;57785	2296	Q15599;H3BMF5	Q15599	SLC9A3R2	Na(+)/H(+) exchange regulatory cofactor NHE-RF2	337	12	NA	NA
5083	1	Gib-WT	0.213	0.00148	0.00383	1462;7725;16835;32395;52410;57867	NA	Q15633;F8VYK6;F8VZZ7;F8VP94;H3BV98;F8VYK3;F8VSA1;F8VZ57;F8VTT7;F8VW32	Q15633;F8VYK6;F8VZZ7;F8VP94;H3BV98;F8VYK3;F8VSA1;F8VZ57	TARBP2	RISC-loading complex subunit TARBP2	366	6	NA	NA
5084	1	Gib-WT	0.0525	0.291	0.352	5578;17411;23120;38997;40265;40266;46203;47634;51066;53655;58753	5008;5009	Q15637	Q15637	SF1	Splicing factor 1	639	11	NA	NA
5085	1	Gib-WT	-0.19	0.00256	0.00603	4307;4731;12256;13752;22412;23521;29453;45890;59200	5010	Q15642;M0R2H7	Q15642;M0R2H7	TRIP10	Cdc42-interacting protein 4	601	9	NA	NA
5086	1	Gib-WT	0.114	0.00337	0.00761	8001;8147;8404;9904;12574;13002;14464;14472;15263;15619;16557;24846;25073;27123;29986;32043;33267;33630;34027;35867;36350;38448;39753;40584;41268;41816;44627;47821;51524;51935;55160;57151	NA	Q15643;H0YJ97;H0YJI2;G3V4R7	Q15643;H0YJ97	TRIP11	Thyroid receptor-interacting protein 11	1979	32	NA	NA
5087	1	Gib-WT	-0.0141	0.751	0.792	23380;38664;38703;41647;42529;58082	NA	Q15645;H0YAL2	Q15645;H0YAL2	TRIP13	Pachytene checkpoint protein 2 homolog	432	6	NA	NA
5088	1	Gib-WT	0.152	0.00319	0.00727	4532;8989;20309;29057;32422;32540;44936;46800;47354;48068;49846;50177;57545	5011;5012;5013;9811;9812	Q15648;J3KSD7;J3QKZ7	Q15648	MED1	Mediator of RNA polymerase II transcription subunit 1	1581	13	NA	NA
5089	1	Gib-WT	-0.154	0.17	0.221	16142;25121;28018;34561;36599;40090;48341	NA	Q15650;H0YL91;H0YLN7	Q15650	TRIP4	Activating signal cointegrator 1	581	7	NA	NA
5090	1	Gib-WT	0.0451	0.61	0.665	12480;12481;28278;38923;43115;47408;50836	5014;5015	Q15651;A0A087WZE9	Q15651;A0A087WZE9	HMGN3	High mobility group nucleosome-binding domain-containing protein 3	99	7	NA	NA
5091	1	Gib-WT	-0.231	0.00619	0.0127	12478;15865;26236;26317;27120;27395;31186;43252;47544;48587;49330;53093;54361	5016;5017;5018;5019;5020;5021;5022;5023;5024;9813	Q15652;A0A1W2PNZ9;H7BXU7	Q15652;A0A1W2PNZ9	JMJD1C	Probable JmjC domain-containing histone demethylation protein 2C	2540	13	NA	NA
5092	1	Gib-WT	0.812	6.58e-7	1.81e-5	6420;18271;19237;20613;21791;25751;34274;56597	NA	Q15654;H7BZE2	Q15654	TRIP6	Thyroid receptor-interacting protein 6	476	8	NA	NA
5094	1	Gib-WT	-0.444	9.78e-5	4.52e-4	14087;14773;15947;22979;23223;23978;35234;37510;50474;50509;60721	5026;5027;5028	Q15678	Q15678	PTPN14	Tyrosine-protein phosphatase non-receptor type 14	1187	11	NA	NA
5095	1	Gib-WT	-0.0661	0.0861	0.122	2362;6167;16572;25279;27226;27849;27977;29804;34094;37127;40315	NA	Q15691	Q15691	MAPRE1	Microtubule-associated protein RP/EB family member 1	268	11	NA	NA
5100	1	Gib-WT	0.00574	0.869	0.892	6821;16155;16667;25300;38528;44752;46545;47182;52232;54163;56422	5030	Q15717;M0QZR9;M0R055	Q15717	ELAVL1	ELAV-like protein 1	326	11	NA	NA
5101	1	Gib-WT	-0.33	0.059	0.0888	26198;37268;50678;51944;52758	5031;5032;5033;5034;5035;9815;9816	Q15723	Q15723	ELF2	ETS-related transcription factor Elf-2	593	5	NA	NA
5102	1	Gib-WT	-0.183	0.00119	0.00321	3851;6098;9767;14220;22052;25338;51325;54213	5036;9817;9818	Q15738;C9JDR0	Q15738;C9JDR0	NSDHL	"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating"	373	8	NA	NA
5103	1	Gib-WT	0.324	5.96e-6	6.37e-5	4327;18436;26030;30848;33513;34001;36246;43786;47488;47489;49143	5037;5038;5039;5040;5041;9819;9820	Q15742	Q15742	NAB2	NGFI-A-binding protein 2	525	11	NA	NA
5105	1	Gib-WT	0.0463	0.209	0.265	5132;22517;24791;33561;36842;49271;58399	NA	Q15750	Q15750	TAB1	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1	504	7	NA	NA
5106	1	Gib-WT	0.0394	0.438	0.502	971;4455;4788;20117;22113;22262;26332;28458;34496;36210;38544;40230;41720;43831;45096;45112;48148;51160;51282;51830;58657	5043;5044;5045;5046;5047;5048;5049;9821;9822	Q15751;H0YNB1;H0YL74;H0YK45	Q15751	HERC1	Probable E3 ubiquitin-protein ligase HERC1	4861	21	NA	NA
5107	1	Gib-WT	-0.292	3.25e-5	1.99e-4	19914;20591;30604;45003;48997;49869;50830	5050;5051	Q15758;M0QXM4;M0QX44;M0R144	Q15758;M0QXM4	SLC1A5	Neutral amino acid transporter B(0);Amino acid transporter	541	7	NA	NA
5108	1	Gib-WT	-0.0667	0.34	0.403	28879;30009;58401	NA	Q15773;F5H0Y3	Q15773	MLF2	Myeloid leukemia factor 2	248	3	NA	NA
5109	1	Gib-WT	0.0844	0.184	0.236	1979;3918;28008	5052;5053	Q15776	Q15776	ZKSCAN8	Zinc finger protein with KRAB and SCAN domains 8	578	3	NA	NA
5110	1	Gib-WT	-0.132	9.02e-4	0.00254	347;348;3469;4914;37007;53687;56299;56879;60161;60371	NA	Q15785	Q15785	TOMM34	Mitochondrial import receptor subunit TOM34	309	10	NA	NA
5111	1	Gib-WT	-0.456	0.00123	0.00328	2732;2933;7393;20189;44038;55347;56407	NA	Q15796;B7Z5N5;K7EJX0;K7ERC7;K7ESI8;K7EL92;H0YMP2;H0YL71;H3BP09	Q15796;B7Z5N5;K7EJX0	SMAD2	Mothers against decapentaplegic homolog 2;Mothers against decapentaplegic homolog	467	7	NA	NA
5112	1	Gib-WT	0.0602	0.112	0.154	12751;22944;25050;33288;36482;38044;40973;44704;52755;53050;59415;60143;60684;60685	NA	Q15813;A0A2R8Y5Q8;A0A2R8YHI9;A0A2U3TZJ6;A0A2R8Y7E7;A0A2R8Y6Q1;A0A2R8YFL4;A0A2R8Y809;A0A2R8Y4V6;A0A2R8YER9;A0A2R8Y784;A0A2R8YFM3;A0A2R8YFG9;A0A2R8Y4P2;A0A2R8Y787;A0A2R8Y6L2;A0A2R8Y5H6;A0A2R8Y6G3;A0A2R8Y7H8;A0A2R8Y897;A0A2R8YH53;A0A2R8YF12;A0A2R8Y597;A0A2R8Y4E7	Q15813;A0A2R8Y5Q8;A0A2R8YHI9;A0A2U3TZJ6;A0A2R8Y7E7;A0A2R8Y6Q1	TBCE	Tubulin-specific chaperone E	527	14	NA	NA
5113	1	Gib-WT	0.0615	0.262	0.321	770;6659;10184;24471;40311	NA	Q15814	Q15814	TBCC	Tubulin-specific chaperone C	346	5	NA	NA
5116	1	Gib-WT	-0.111	0.0979	0.136	942;33021;49038;49039	2094;9217;9823	Q15836	Q15836	VAMP3	Vesicle-associated membrane protein 3	100	4	NA	NA
5118	1	Gib-WT	0.578	1.26e-4	5.44e-4	3439;9182;56711	NA	Q15906;A0A1W2PPT2	Q15906;A0A1W2PPT2	VPS72	Vacuolar protein sorting-associated protein 72 homolog	364	3	NA	NA
5119	1	Gib-WT	0.192	0.00533	0.0112	2927;4594;6194;7064;7866;23043;36692;37183;46163;49064;58079	NA	Q15907	Q15907	RAB11B	Ras-related protein Rab-11B	218	11	NA	NA
5120	1	Gib-WT	0.00575	0.897	0.917	11949;13728;15079;15080;38423;41359;50700;56522	9824	Q15910;G3XAL2;E9PDH6	Q15910	EZH2	Histone-lysine N-methyltransferase EZH2	746	8	NA	NA
5121	1	Gib-WT	0.0116	0.892	0.913	3556;5266;9539;17456;24127;32178;33622;38976;40319;44521;50062;52411	5056;5057;5058;5059;5060;5061;5062;5063;9825	Q15911	Q15911	ZFHX3	Zinc finger homeobox protein 3	3703	12	NA	NA
5122	1	Gib-WT	-0.258	0.00114	0.00311	13798;16680;18214;19656;32850	NA	Q16134;D6RAD5	Q16134	ETFDH	"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"	617	5	NA	NA
5123	1	Gib-WT	0.109	0.0588	0.0885	3903;3904;18652;43815;48004;50484;52973	NA	Q16186;A0A087WX59;A0A087WUX6	Q16186;A0A087WX59	ADRM1	Proteasomal ubiquitin receptor ADRM1	407	7	NA	NA
5124	1	Gib-WT	0.478	1.07e-6	2.41e-5	607;1159;1542;8150;11562;13066;24306;27643;29054;29468;34849;39063;41043;41086;45547;53791;59377	5064;5065;5066;5067;5068;5069	Q16204	Q16204	CCDC6	Coiled-coil domain-containing protein 6	474	17	NA	NA
5125	1	Gib-WT	-0.0906	0.0268	0.0444	2384;2713;3036;9217;10330;11244;12004;17998;20418;30702;33026;36338;36339;45158;51760;52260;54613;57420	NA	Q16222;A0A087X226	Q16222	UAP1	UDP-N-acetylhexosamine pyrophosphorylase;UDP-N-acetylgalactosamine pyrophosphorylase;UDP-N-acetylglucosamine pyrophosphorylase	522	18	NA	NA
5128	1	Gib-WT	-0.292	0.00168	0.00426	1326;1842;5654;27887;42590	NA	Q16385	Q16385	SSX2	Protein SSX2	188	5	NA	NA
5129	1	Gib-WT	0.0308	0.274	0.335	3355;13729;16589;19806;20109;31713;36089;53958;53959;60148	NA	Q16401;Q4VXH0;F2Z3J2	Q16401	PSMD5	26S proteasome non-ATPase regulatory subunit 5	504	10	NA	NA
5130	1	Gib-WT	0.153	0.00249	0.0059	3530;7398;9140;11703;16935;23730;29423;30400;31071;32176;33855;43191;47504;50530;53210;53311;54927	5070;5071;5072;5073;5074;5075;5076;9826;9827	Q16512;K7EL10;K7EN76;K7EM57;K7EKY9	Q16512	PKN1	Serine/threonine-protein kinase N1	942	15	NA	NA
5131	1	Gib-WT	-0.0637	0.0571	0.0862	2870;3618;5170;5308;5764;7395;11456;18857;21136;23730;24246;24441;25657;29423;29424;29627;31986;32752;41966;46753;48011;53211;56027	5077;5078;5079;5080;5081;5082;9828;9829;9830	Q16513;B1AL79;H0Y5V5;H0Y429	Q16513;B1AL79	PKN2	Serine/threonine-protein kinase N2	984	23	NA	NA
5132	1	Gib-WT	0.165	0.0127	0.0234	10259;25625;33496	5083	Q16514	Q16514	TAF12	Transcription initiation factor TFIID subunit 12	161	3	NA	NA
5133	1	Gib-WT	-0.234	3.96e-5	2.3e-4	3751;3790;9416;11037;11821;13896;18343;23912;23983;24403;24404;24659;26579;27478;29705;30373;31315;33095;34244;34451;34608;34635;35847;39143;40316;41913;42055;44615;46914;46915;50586;53735;57973;60015	NA	Q16531;F5GY55;F5GWI0;F5H2L3;F5GZY8;F5GYG8;F5H198	Q16531;F5GY55	DDB1	DNA damage-binding protein 1	1140	34	NA	NA
5134	1	Gib-WT	1.33	2.34e-9	1.27e-6	1803;29502;37925;46314	NA	Q16533;REV__A0A1W2PPD9;REV__P04198	Q16533	SNAPC1	snRNA-activating protein complex subunit 1	368	4	NA	NA
5135	1	Gib-WT	0.251	1.2e-4	5.24e-4	10243;16968;18393;48047	NA	Q16537	Q16537	PPP2R5E	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform	467	4	NA	NA
5136	1	Gib-WT	0.254	3.02e-4	0.00106	3860;10260;12197;13339;16029;30607;31204;32592;34985;42543;43842;47097;50620	NA	Q16543;K7EQA9;K7EKQ2;K7EL68;K7EIU0	Q16543;K7EQA9;K7EKQ2	CDC37	"Hsp90 co-chaperone Cdc37;Hsp90 co-chaperone Cdc37, N-terminally processed"	378	13	NA	NA
5137	1	Gib-WT	-0.131	0.00893	0.0174	15440;23890;53806	NA	Q16563;C9JYN0;A0A0U1RQT9;H7C4J8	Q16563;C9JYN0	SYPL1	Synaptophysin-like protein 1	259	3	NA	NA
5138	1	Gib-WT	0.388	2.72e-6	3.86e-5	5270;8518;18009;18231;23731;25771;26459;30644;34077;53536;54082	5084;5085	Q16566	Q16566	CAMK4	Calcium/calmodulin-dependent protein kinase type IV	473	11	NA	NA
5139	1	Gib-WT	-0.066	0.0924	0.13	10397;13866;18783;23149;24565;25490;32310;43184;52539;53515;55598;55805;60000	9705	Q16576;E9PC52;Q5JP01;C9J7L0;Q5JNZ6;C9JAJ9	Q16576;E9PC52	RBBP7	Histone-binding protein RBBP7	425	13	NA	NA
5140	1	Gib-WT	0.154	0.00412	0.00903	1155;5783;8842;17722;38097;47090	NA	Q16594;D6RIY1;D6RGK3;D6RIV9;D6RIE8;D6RHW1;Q9HBM6	Q16594;D6RIY1;D6RGK3;D6RIV9;D6RIE8;D6RHW1;Q9HBM6	TAF9;TAF9B	Transcription initiation factor TFIID subunit 9;Transcription initiation factor TFIID subunit 9B	264	6	NA	NA
5141	1	Gib-WT	0.414	0.0191	0.0335	17847;23277;39865	NA	Q16611;A0A0A0MRG8	Q16611;A0A0A0MRG8	BAK1	Bcl-2 homologous antagonist/killer	211	3	NA	NA
5142	1	Gib-WT	0.0904	0.077	0.112	2367;2905;10469;13417;17976;19011;28429;40152;42804;52433;53427	9831	Q16630;F8WJN3;F8W084;A0A3B3ISW1	Q16630;F8WJN3	CPSF6	Cleavage and polyadenylation specificity factor subunit 6	551	11	NA	NA
5143	1	Gib-WT	-0.0459	0.215	0.271	114;3134;9671;11253;12498;14487;14627;28158;28250;28710;33143;33641;34838;41776;41777;45104;47603;54333;56557;60690	5086;5087;5088;5089;5090;9832	Q16643;D6R9W4;D6R9Q9;D6RFI1;D6RCR4	Q16643;D6R9W4	DBN1	Drebrin	649	20	NA	NA
5145	1	Gib-WT	0.0838	0.321	0.384	5632;25995;55194	NA	Q16656;C9JP85	Q16656;C9JP85	NRF1	Nuclear respiratory factor 1	503	3	NA	NA
5146	1	Gib-WT	-0.0813	0.067	0.0986	4881;7733;17006;18508;18837;31059;33224;34150;36434;38880;38978;40294;40651;50107;56563;57702;58835;59364;59748;59771;59935;60494;60760	5092;9833;9834	Q16658;C9JFC0;A0A0A0MSB2;C9JPH9	Q16658	FSCN1	Fascin	493	23	NA	NA
5148	1	Gib-WT	-0.366	1.12e-6	2.46e-5	15565;18437;18791;20023;21293;25531;25790;31275;33789;34078;34079;35025;35230;35244;35671;40985;46698;49458;50669;50766;52497;53348;55226;56262;56380;57304	5095;5096	Q16666;A0A0A0MRB1;H3BM18;X6RHM1;H3BVE6;H3BR88;X6RHR0;Q6K0P9;H3BR65	Q16666	IFI16	Gamma-interferon-inducible protein 16	785	26	NA	NA
5149	1	Gib-WT	-0.437	2.03e-6	3.32e-5	3874;5461;17246;46325;54146;54162	NA	Q16698;E5RJG7;E5RFV2;E5RJD2;E5RID6;H0YAW3	Q16698;E5RJG7;E5RFV2;E5RJD2	DECR1	"2,4-dienoyl-CoA reductase, mitochondrial"	335	6	NA	NA
5150	1	Gib-WT	-0.0911	0.0461	0.0716	2292;9785;17936;20013;31290;54826	NA	Q16706	Q16706	MAN2A1	Alpha-mannosidase 2	1144	6	NA	NA
